hidden_layers,activation_function,epochs,learning_rate,batch_size,accuracy
"[16, 8, 4]",Sigmoid,1,0.001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,1,0.0001,16,0.5121951219512195
"[16, 8, 4]",Sigmoid,1,0.0001,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,1,0.0001,64,0.4878048780487805
"[16, 8, 4]",Sigmoid,1,0.0001,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,1,0.0001,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,1,0.0001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,10.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,10.0,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,10.0,64,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,10.0,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,10.0,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,10.0,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,1.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,1.0,32,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,1.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,1.0,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,1.0,256,0.5317073170731708
"[16, 8, 4]",Sigmoid,10,1.0,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,0.1,16,0.848780487804878
"[16, 8, 4]",Sigmoid,10,0.1,32,0.848780487804878
"[16, 8, 4]",Sigmoid,10,0.1,64,0.9170731707317074
"[16, 8, 4]",Sigmoid,10,0.1,128,0.8731707317073171
"[16, 8, 4]",Sigmoid,10,0.1,256,0.8682926829268293
"[16, 8, 4]",Sigmoid,10,0.1,512,0.8780487804878049
"[16, 8, 4]",Sigmoid,10,0.01,16,0.8731707317073171
"[16, 8, 4]",Sigmoid,10,0.01,32,0.8780487804878049
"[16, 8, 4]",Sigmoid,10,0.01,64,0.8780487804878049
"[16, 8, 4]",Sigmoid,10,0.01,128,0.8682926829268293
"[16, 8, 4]",Sigmoid,10,0.01,256,0.8048780487804879
"[16, 8, 4]",Sigmoid,10,0.01,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,0.001,16,0.8146341463414634
"[16, 8, 4]",Sigmoid,10,0.001,32,0.8048780487804879
"[16, 8, 4]",Sigmoid,10,0.001,64,0.7365853658536585
"[16, 8, 4]",Sigmoid,10,0.001,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,0.001,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,0.001,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,0.0001,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,0.0001,32,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,0.0001,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,0.0001,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,10,0.0001,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,10,0.0001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,10.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,10.0,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,10.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,10.0,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,10.0,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,10.0,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,1.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,1.0,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,1.0,64,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,1.0,128,0.7414634146341463
"[16, 8, 4]",Sigmoid,25,1.0,256,0.8585365853658536
"[16, 8, 4]",Sigmoid,25,1.0,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,0.1,16,0.9121951219512195
"[16, 8, 4]",Sigmoid,25,0.1,32,0.9073170731707317
"[16, 8, 4]",Sigmoid,25,0.1,64,0.9170731707317074
"[16, 8, 4]",Sigmoid,25,0.1,128,0.8780487804878049
"[16, 8, 4]",Sigmoid,25,0.1,256,0.8780487804878049
"[16, 8, 4]",Sigmoid,25,0.1,512,0.8780487804878049
"[16, 8, 4]",Sigmoid,25,0.01,16,0.8878048780487805
"[16, 8, 4]",Sigmoid,25,0.01,32,0.8829268292682927
"[16, 8, 4]",Sigmoid,25,0.01,64,0.8731707317073171
"[16, 8, 4]",Sigmoid,25,0.01,128,0.8731707317073171
"[16, 8, 4]",Sigmoid,25,0.01,256,0.8731707317073171
"[16, 8, 4]",Sigmoid,25,0.01,512,0.8146341463414634
"[16, 8, 4]",Sigmoid,25,0.001,16,0.8682926829268293
"[16, 8, 4]",Sigmoid,25,0.001,32,0.8634146341463415
"[16, 8, 4]",Sigmoid,25,0.001,64,0.824390243902439
"[16, 8, 4]",Sigmoid,25,0.001,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,0.001,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,0.001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,0.0001,16,0.8146341463414634
"[16, 8, 4]",Sigmoid,25,0.0001,32,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,0.0001,64,0.4878048780487805
"[16, 8, 4]",Sigmoid,25,0.0001,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,0.0001,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,25,0.0001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,10.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,10.0,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,10.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,10.0,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,10.0,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,10.0,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,1.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,1.0,32,0.8390243902439024
"[16, 8, 4]",Sigmoid,50,1.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,1.0,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,1.0,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,1.0,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,0.1,16,0.9707317073170731
"[16, 8, 4]",Sigmoid,50,0.1,32,0.9317073170731708
"[16, 8, 4]",Sigmoid,50,0.1,64,0.8829268292682927
"[16, 8, 4]",Sigmoid,50,0.1,128,0.8780487804878049
"[16, 8, 4]",Sigmoid,50,0.1,256,0.8780487804878049
"[16, 8, 4]",Sigmoid,50,0.1,512,0.8926829268292683
"[16, 8, 4]",Sigmoid,50,0.01,16,0.9024390243902439
"[16, 8, 4]",Sigmoid,50,0.01,32,0.9024390243902439
"[16, 8, 4]",Sigmoid,50,0.01,64,0.9463414634146341
"[16, 8, 4]",Sigmoid,50,0.01,128,0.8731707317073171
"[16, 8, 4]",Sigmoid,50,0.01,256,0.8731707317073171
"[16, 8, 4]",Sigmoid,50,0.01,512,0.8731707317073171
"[16, 8, 4]",Sigmoid,50,0.001,16,0.8731707317073171
"[16, 8, 4]",Sigmoid,50,0.001,32,0.8682926829268293
"[16, 8, 4]",Sigmoid,50,0.001,64,0.8536585365853658
"[16, 8, 4]",Sigmoid,50,0.001,128,0.8292682926829268
"[16, 8, 4]",Sigmoid,50,0.001,256,0.7219512195121951
"[16, 8, 4]",Sigmoid,50,0.001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,0.0001,16,0.6829268292682927
"[16, 8, 4]",Sigmoid,50,0.0001,32,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,0.0001,64,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,0.0001,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,50,0.0001,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,50,0.0001,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,10.0,16,0.5121951219512195
"[16, 8, 4]",Sigmoid,100,10.0,32,0.5121951219512195
"[16, 8, 4]",Sigmoid,100,10.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,100,10.0,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,10.0,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,10.0,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,100,1.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,1.0,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,1.0,64,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,1.0,128,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,1.0,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,100,1.0,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,100,0.1,16,0.9414634146341463
"[16, 8, 4]",Sigmoid,100,0.1,32,0.9121951219512195
"[16, 8, 4]",Sigmoid,100,0.1,64,0.9853658536585366
"[16, 8, 4]",Sigmoid,100,0.1,128,0.9804878048780488
"[16, 8, 4]",Sigmoid,100,0.1,256,0.8682926829268293
"[16, 8, 4]",Sigmoid,100,0.1,512,0.8780487804878049
"[16, 8, 4]",Sigmoid,100,0.01,16,0.926829268292683
"[16, 8, 4]",Sigmoid,100,0.01,32,0.9024390243902439
"[16, 8, 4]",Sigmoid,100,0.01,64,0.9024390243902439
"[16, 8, 4]",Sigmoid,100,0.01,128,0.9024390243902439
"[16, 8, 4]",Sigmoid,100,0.01,256,0.8780487804878049
"[16, 8, 4]",Sigmoid,100,0.01,512,0.8780487804878049
"[16, 8, 4]",Sigmoid,100,0.001,16,0.8731707317073171
"[16, 8, 4]",Sigmoid,100,0.001,32,0.8731707317073171
"[16, 8, 4]",Sigmoid,100,0.001,64,0.8731707317073171
"[16, 8, 4]",Sigmoid,100,0.001,128,0.8536585365853658
"[16, 8, 4]",Sigmoid,100,0.001,256,0.8195121951219512
"[16, 8, 4]",Sigmoid,100,0.001,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,0.0001,16,0.8341463414634146
"[16, 8, 4]",Sigmoid,100,0.0001,32,0.8
"[16, 8, 4]",Sigmoid,100,0.0001,64,0.775609756097561
"[16, 8, 4]",Sigmoid,100,0.0001,128,0.7560975609756098
"[16, 8, 4]",Sigmoid,100,0.0001,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,100,0.0001,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,10.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,250,10.0,32,0.4878048780487805
"[16, 8, 4]",Sigmoid,250,10.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,10.0,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,10.0,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,250,10.0,512,0.4878048780487805
"[16, 8, 4]",Sigmoid,250,1.0,16,0.4878048780487805
"[16, 8, 4]",Sigmoid,250,1.0,32,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,1.0,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,1.0,128,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,1.0,256,0.4878048780487805
"[16, 8, 4]",Sigmoid,250,1.0,512,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,0.1,16,0.9219512195121952
"[16, 8, 4]",Sigmoid,250,0.1,32,0.9414634146341463
"[16, 8, 4]",Sigmoid,250,0.1,64,1.0
"[16, 8, 4]",Sigmoid,250,0.1,128,0.8780487804878049
"[16, 8, 4]",Sigmoid,250,0.1,256,0.9707317073170731
"[16, 8, 4]",Sigmoid,250,0.1,512,0.8731707317073171
"[16, 8, 4]",Sigmoid,250,0.01,16,0.9024390243902439
"[16, 8, 4]",Sigmoid,250,0.01,32,0.9024390243902439
"[16, 8, 4]",Sigmoid,250,0.01,64,0.9024390243902439
"[16, 8, 4]",Sigmoid,250,0.01,128,0.9024390243902439
"[16, 8, 4]",Sigmoid,250,0.01,256,0.9024390243902439
"[16, 8, 4]",Sigmoid,250,0.01,512,0.975609756097561
"[16, 8, 4]",Sigmoid,250,0.001,16,0.9024390243902439
"[16, 8, 4]",Sigmoid,250,0.001,32,0.8878048780487805
"[16, 8, 4]",Sigmoid,250,0.001,64,0.8780487804878049
"[16, 8, 4]",Sigmoid,250,0.001,128,0.8731707317073171
"[16, 8, 4]",Sigmoid,250,0.001,256,0.8731707317073171
"[16, 8, 4]",Sigmoid,250,0.001,512,0.8682926829268293
"[16, 8, 4]",Sigmoid,250,0.0001,16,0.8634146341463415
"[16, 8, 4]",Sigmoid,250,0.0001,32,0.8390243902439024
"[16, 8, 4]",Sigmoid,250,0.0001,64,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,0.0001,128,0.8195121951219512
"[16, 8, 4]",Sigmoid,250,0.0001,256,0.5121951219512195
"[16, 8, 4]",Sigmoid,250,0.0001,512,0.5121951219512195
"[16, 8, 4]",ReLU,1,10.0,16,0.5121951219512195
"[16, 8, 4]",ReLU,1,10.0,32,0.5121951219512195
"[16, 8, 4]",ReLU,1,10.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,1,10.0,128,0.4878048780487805
"[16, 8, 4]",ReLU,1,10.0,256,0.526829268292683
"[16, 8, 4]",ReLU,1,10.0,512,0.4878048780487805
"[16, 8, 4]",ReLU,1,1.0,16,0.4878048780487805
"[16, 8, 4]",ReLU,1,1.0,32,0.4878048780487805
"[16, 8, 4]",ReLU,1,1.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,1,1.0,128,0.5121951219512195
"[16, 8, 4]",ReLU,1,1.0,256,0.5121951219512195
"[16, 8, 4]",ReLU,1,1.0,512,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.1,16,0.8341463414634146
"[16, 8, 4]",ReLU,1,0.1,32,0.848780487804878
"[16, 8, 4]",ReLU,1,0.1,64,0.8341463414634146
"[16, 8, 4]",ReLU,1,0.1,128,0.8341463414634146
"[16, 8, 4]",ReLU,1,0.1,256,0.8341463414634146
"[16, 8, 4]",ReLU,1,0.1,512,0.5121951219512195
"[16, 8, 4]",ReLU,1,0.01,16,0.8731707317073171
"[16, 8, 4]",ReLU,1,0.01,32,0.8585365853658536
"[16, 8, 4]",ReLU,1,0.01,64,0.7658536585365854
"[16, 8, 4]",ReLU,1,0.01,128,0.7951219512195122
"[16, 8, 4]",ReLU,1,0.01,256,0.5121951219512195
"[16, 8, 4]",ReLU,1,0.01,512,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.001,16,0.7804878048780488
"[16, 8, 4]",ReLU,1,0.001,32,0.6487804878048781
"[16, 8, 4]",ReLU,1,0.001,64,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.001,128,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.001,256,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.001,512,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.0001,16,0.5121951219512195
"[16, 8, 4]",ReLU,1,0.0001,32,0.6731707317073171
"[16, 8, 4]",ReLU,1,0.0001,64,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.0001,128,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.0001,256,0.4878048780487805
"[16, 8, 4]",ReLU,1,0.0001,512,0.4878048780487805
"[16, 8, 4]",ReLU,10,10.0,16,0.5121951219512195
"[16, 8, 4]",ReLU,10,10.0,32,0.5121951219512195
"[16, 8, 4]",ReLU,10,10.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,10,10.0,128,0.4878048780487805
"[16, 8, 4]",ReLU,10,10.0,256,0.5121951219512195
"[16, 8, 4]",ReLU,10,10.0,512,0.5121951219512195
"[16, 8, 4]",ReLU,10,1.0,16,0.4878048780487805
"[16, 8, 4]",ReLU,10,1.0,32,0.5121951219512195
"[16, 8, 4]",ReLU,10,1.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,10,1.0,128,0.5121951219512195
"[16, 8, 4]",ReLU,10,1.0,256,0.5121951219512195
"[16, 8, 4]",ReLU,10,1.0,512,0.5121951219512195
"[16, 8, 4]",ReLU,10,0.1,16,0.9121951219512195
"[16, 8, 4]",ReLU,10,0.1,32,0.9317073170731708
"[16, 8, 4]",ReLU,10,0.1,64,0.9219512195121952
"[16, 8, 4]",ReLU,10,0.1,128,0.9121951219512195
"[16, 8, 4]",ReLU,10,0.1,256,0.9365853658536586
"[16, 8, 4]",ReLU,10,0.1,512,0.8926829268292683
"[16, 8, 4]",ReLU,10,0.01,16,0.975609756097561
"[16, 8, 4]",ReLU,10,0.01,32,0.9024390243902439
"[16, 8, 4]",ReLU,10,0.01,64,0.8731707317073171
"[16, 8, 4]",ReLU,10,0.01,128,0.8146341463414634
"[16, 8, 4]",ReLU,10,0.01,256,0.8829268292682927
"[16, 8, 4]",ReLU,10,0.01,512,0.8146341463414634
"[16, 8, 4]",ReLU,10,0.001,16,0.8682926829268293
"[16, 8, 4]",ReLU,10,0.001,32,0.8146341463414634
"[16, 8, 4]",ReLU,10,0.001,64,0.824390243902439
"[16, 8, 4]",ReLU,10,0.001,128,0.7707317073170732
"[16, 8, 4]",ReLU,10,0.001,256,0.5121951219512195
"[16, 8, 4]",ReLU,10,0.001,512,0.5121951219512195
"[16, 8, 4]",ReLU,10,0.0001,16,0.6487804878048781
"[16, 8, 4]",ReLU,10,0.0001,32,0.6926829268292682
"[16, 8, 4]",ReLU,10,0.0001,64,0.4878048780487805
"[16, 8, 4]",ReLU,10,0.0001,128,0.4878048780487805
"[16, 8, 4]",ReLU,10,0.0001,256,0.697560975609756
"[16, 8, 4]",ReLU,10,0.0001,512,0.4878048780487805
"[16, 8, 4]",ReLU,25,10.0,16,0.4878048780487805
"[16, 8, 4]",ReLU,25,10.0,32,0.526829268292683
"[16, 8, 4]",ReLU,25,10.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,25,10.0,128,0.5121951219512195
"[16, 8, 4]",ReLU,25,10.0,256,0.4878048780487805
"[16, 8, 4]",ReLU,25,10.0,512,0.4878048780487805
"[16, 8, 4]",ReLU,25,1.0,16,0.5121951219512195
"[16, 8, 4]",ReLU,25,1.0,32,0.4878048780487805
"[16, 8, 4]",ReLU,25,1.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,25,1.0,128,0.4878048780487805
"[16, 8, 4]",ReLU,25,1.0,256,0.5121951219512195
"[16, 8, 4]",ReLU,25,1.0,512,0.5121951219512195
"[16, 8, 4]",ReLU,25,0.1,16,0.8146341463414634
"[16, 8, 4]",ReLU,25,0.1,32,0.8390243902439024
"[16, 8, 4]",ReLU,25,0.1,64,0.9170731707317074
"[16, 8, 4]",ReLU,25,0.1,128,0.9609756097560975
"[16, 8, 4]",ReLU,25,0.1,256,0.8829268292682927
"[16, 8, 4]",ReLU,25,0.1,512,0.9902439024390244
"[16, 8, 4]",ReLU,25,0.01,16,0.975609756097561
"[16, 8, 4]",ReLU,25,0.01,32,0.9853658536585366
"[16, 8, 4]",ReLU,25,0.01,64,0.975609756097561
"[16, 8, 4]",ReLU,25,0.01,128,0.9512195121951219
"[16, 8, 4]",ReLU,25,0.01,256,0.9121951219512195
"[16, 8, 4]",ReLU,25,0.01,512,0.8585365853658536
"[16, 8, 4]",ReLU,25,0.001,16,0.9317073170731708
"[16, 8, 4]",ReLU,25,0.001,32,0.8926829268292683
"[16, 8, 4]",ReLU,25,0.001,64,0.8731707317073171
"[16, 8, 4]",ReLU,25,0.001,128,0.8390243902439024
"[16, 8, 4]",ReLU,25,0.001,256,0.7658536585365854
"[16, 8, 4]",ReLU,25,0.001,512,0.7658536585365854
"[16, 8, 4]",ReLU,25,0.0001,16,0.8292682926829268
"[16, 8, 4]",ReLU,25,0.0001,32,0.5121951219512195
"[16, 8, 4]",ReLU,25,0.0001,64,0.6878048780487804
"[16, 8, 4]",ReLU,25,0.0001,128,0.4878048780487805
"[16, 8, 4]",ReLU,25,0.0001,256,0.5121951219512195
"[16, 8, 4]",ReLU,25,0.0001,512,0.5121951219512195
"[16, 8, 4]",ReLU,50,10.0,16,0.4878048780487805
"[16, 8, 4]",ReLU,50,10.0,32,0.5121951219512195
"[16, 8, 4]",ReLU,50,10.0,64,0.4878048780487805
"[16, 8, 4]",ReLU,50,10.0,128,0.4878048780487805
"[16, 8, 4]",ReLU,50,10.0,256,0.4878048780487805
"[16, 8, 4]",ReLU,50,10.0,512,0.4878048780487805
"[16, 8, 4]",ReLU,50,1.0,16,0.5121951219512195
"[16, 8, 4]",ReLU,50,1.0,32,0.4878048780487805
"[16, 8, 4]",ReLU,50,1.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,50,1.0,128,0.5121951219512195
"[16, 8, 4]",ReLU,50,1.0,256,0.5219512195121951
"[16, 8, 4]",ReLU,50,1.0,512,0.5121951219512195
"[16, 8, 4]",ReLU,50,0.1,16,0.5121951219512195
"[16, 8, 4]",ReLU,50,0.1,32,0.8536585365853658
"[16, 8, 4]",ReLU,50,0.1,64,0.7902439024390244
"[16, 8, 4]",ReLU,50,0.1,128,0.8975609756097561
"[16, 8, 4]",ReLU,50,0.1,256,0.9463414634146341
"[16, 8, 4]",ReLU,50,0.1,512,1.0
"[16, 8, 4]",ReLU,50,0.01,16,0.9463414634146341
"[16, 8, 4]",ReLU,50,0.01,32,1.0
"[16, 8, 4]",ReLU,50,0.01,64,0.9951219512195122
"[16, 8, 4]",ReLU,50,0.01,128,1.0
"[16, 8, 4]",ReLU,50,0.01,256,0.9804878048780488
"[16, 8, 4]",ReLU,50,0.01,512,0.975609756097561
"[16, 8, 4]",ReLU,50,0.001,16,0.9560975609756097
"[16, 8, 4]",ReLU,50,0.001,32,0.9463414634146341
"[16, 8, 4]",ReLU,50,0.001,64,0.9365853658536586
"[16, 8, 4]",ReLU,50,0.001,128,0.9024390243902439
"[16, 8, 4]",ReLU,50,0.001,256,0.8731707317073171
"[16, 8, 4]",ReLU,50,0.001,512,0.8
"[16, 8, 4]",ReLU,50,0.0001,16,0.8146341463414634
"[16, 8, 4]",ReLU,50,0.0001,32,0.8048780487804879
"[16, 8, 4]",ReLU,50,0.0001,64,0.5219512195121951
"[16, 8, 4]",ReLU,50,0.0001,128,0.4878048780487805
"[16, 8, 4]",ReLU,50,0.0001,256,0.4878048780487805
"[16, 8, 4]",ReLU,50,0.0001,512,0.6878048780487804
"[16, 8, 4]",ReLU,100,10.0,16,0.5121951219512195
"[16, 8, 4]",ReLU,100,10.0,32,0.4878048780487805
"[16, 8, 4]",ReLU,100,10.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,100,10.0,128,0.4878048780487805
"[16, 8, 4]",ReLU,100,10.0,256,0.4878048780487805
"[16, 8, 4]",ReLU,100,10.0,512,0.4878048780487805
"[16, 8, 4]",ReLU,100,1.0,16,0.4878048780487805
"[16, 8, 4]",ReLU,100,1.0,32,0.5121951219512195
"[16, 8, 4]",ReLU,100,1.0,64,0.4878048780487805
"[16, 8, 4]",ReLU,100,1.0,128,0.5121951219512195
"[16, 8, 4]",ReLU,100,1.0,256,0.5121951219512195
"[16, 8, 4]",ReLU,100,1.0,512,0.4878048780487805
"[16, 8, 4]",ReLU,100,0.1,16,0.4878048780487805
"[16, 8, 4]",ReLU,100,0.1,32,0.9170731707317074
"[16, 8, 4]",ReLU,100,0.1,64,0.7853658536585366
"[16, 8, 4]",ReLU,100,0.1,128,0.9560975609756097
"[16, 8, 4]",ReLU,100,0.1,256,0.9804878048780488
"[16, 8, 4]",ReLU,100,0.1,512,0.9804878048780488
"[16, 8, 4]",ReLU,100,0.01,16,1.0
"[16, 8, 4]",ReLU,100,0.01,32,1.0
"[16, 8, 4]",ReLU,100,0.01,64,0.9658536585365853
"[16, 8, 4]",ReLU,100,0.01,128,0.9560975609756097
"[16, 8, 4]",ReLU,100,0.01,256,1.0
"[16, 8, 4]",ReLU,100,0.01,512,0.9902439024390244
"[16, 8, 4]",ReLU,100,0.001,16,1.0
"[16, 8, 4]",ReLU,100,0.001,32,0.9804878048780488
"[16, 8, 4]",ReLU,100,0.001,64,0.9804878048780488
"[16, 8, 4]",ReLU,100,0.001,128,0.9658536585365853
"[16, 8, 4]",ReLU,100,0.001,256,0.9170731707317074
"[16, 8, 4]",ReLU,100,0.001,512,0.848780487804878
"[16, 8, 4]",ReLU,100,0.0001,16,0.8390243902439024
"[16, 8, 4]",ReLU,100,0.0001,32,0.8439024390243902
"[16, 8, 4]",ReLU,100,0.0001,64,0.8146341463414634
"[16, 8, 4]",ReLU,100,0.0001,128,0.8341463414634146
"[16, 8, 4]",ReLU,100,0.0001,256,0.4878048780487805
"[16, 8, 4]",ReLU,100,0.0001,512,0.4878048780487805
"[16, 8, 4]",ReLU,250,10.0,16,0.4878048780487805
"[16, 8, 4]",ReLU,250,10.0,32,0.4878048780487805
"[16, 8, 4]",ReLU,250,10.0,64,0.4878048780487805
"[16, 8, 4]",ReLU,250,10.0,128,0.5121951219512195
"[16, 8, 4]",ReLU,250,10.0,256,0.5121951219512195
"[16, 8, 4]",ReLU,250,10.0,512,0.5121951219512195
"[16, 8, 4]",ReLU,250,1.0,16,0.5121951219512195
"[16, 8, 4]",ReLU,250,1.0,32,0.4878048780487805
"[16, 8, 4]",ReLU,250,1.0,64,0.5121951219512195
"[16, 8, 4]",ReLU,250,1.0,128,0.4878048780487805
"[16, 8, 4]",ReLU,250,1.0,256,0.4878048780487805
"[16, 8, 4]",ReLU,250,1.0,512,0.5121951219512195
"[16, 8, 4]",ReLU,250,0.1,16,0.697560975609756
"[16, 8, 4]",ReLU,250,0.1,32,0.5121951219512195
"[16, 8, 4]",ReLU,250,0.1,64,0.4878048780487805
"[16, 8, 4]",ReLU,250,0.1,128,0.9121951219512195
"[16, 8, 4]",ReLU,250,0.1,256,0.8878048780487805
"[16, 8, 4]",ReLU,250,0.1,512,0.9804878048780488
"[16, 8, 4]",ReLU,250,0.01,16,0.9560975609756097
"[16, 8, 4]",ReLU,250,0.01,32,1.0
"[16, 8, 4]",ReLU,250,0.01,64,0.9951219512195122
"[16, 8, 4]",ReLU,250,0.01,128,1.0
"[16, 8, 4]",ReLU,250,0.01,256,1.0
"[16, 8, 4]",ReLU,250,0.01,512,1.0
"[16, 8, 4]",ReLU,250,0.001,16,1.0
"[16, 8, 4]",ReLU,250,0.001,32,1.0
"[16, 8, 4]",ReLU,250,0.001,64,1.0
"[16, 8, 4]",ReLU,250,0.001,128,0.9902439024390244
"[16, 8, 4]",ReLU,250,0.001,256,0.9707317073170731
"[16, 8, 4]",ReLU,250,0.001,512,0.9463414634146341
"[16, 8, 4]",ReLU,250,0.0001,16,0.926829268292683
"[16, 8, 4]",ReLU,250,0.0001,32,0.8731707317073171
"[16, 8, 4]",ReLU,250,0.0001,64,0.848780487804878
"[16, 8, 4]",ReLU,250,0.0001,128,0.8292682926829268
"[16, 8, 4]",ReLU,250,0.0001,256,0.8390243902439024
"[16, 8, 4]",ReLU,250,0.0001,512,0.7609756097560976
"[16, 8, 4]",Tanh,1,10.0,16,0.775609756097561
"[16, 8, 4]",Tanh,1,10.0,32,0.7707317073170732
"[16, 8, 4]",Tanh,1,10.0,64,0.48292682926829267
"[16, 8, 4]",Tanh,1,10.0,128,0.7365853658536585
"[16, 8, 4]",Tanh,1,10.0,256,0.4878048780487805
"[16, 8, 4]",Tanh,1,10.0,512,0.5121951219512195
"[16, 8, 4]",Tanh,1,1.0,16,0.7317073170731707
"[16, 8, 4]",Tanh,1,1.0,32,0.6439024390243903
"[16, 8, 4]",Tanh,1,1.0,64,0.5121951219512195
